Brand,Model,Vehicle Class,EngineSize,Cylinders,Transmission,FuelType,FuelConsumptionCity,Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),FuelConsumptionComb,Emission
12,AVENGER FFV,MID-SIZE,3.6,6,A6,X,12.5,8.1,10.5,27,242
12,AVENGER FFV,MID-SIZE,3.6,6,A6,E,17,11.2,14.4,20,230
12,CHALLENGER,MID-SIZE,3.6,6,A5,X,13.2,8.7,11.2,25,258
12,CHALLENGER,MID-SIZE,5.7,8,M6,X,15.6,10,13.1,22,301
12,CHALLENGER (MDS),MID-SIZE,5.7,8,A5,X,15.8,9.2,12.8,22,294
12,CHALLENGER 38,MID-SIZE,6.4,8,M6,Z,16.8,10.4,13.9,20,320
12,CHALLENGER 38 (MDS),MID-SIZE,6.4,8,A5,Z,16.7,10.3,13.8,20,317
12,CHARGER,FULL-SIZE,3.6,6,A5,X,13.2,8.7,11.2,25,258
12,CHARGER,FULL-SIZE,3.6,6,A8,X,12.4,7.7,10.3,27,237
12,CHARGER (MDS),FULL-SIZE,5.7,8,A5,X,15.8,9.2,12.8,22,294
12,CHARGER AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,26,251
12,CHARGER AWD (MDS),FULL-SIZE,5.7,8,A5,X,16.1,10,13.4,21,308
12,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,26,251
12,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,E,17.3,11.7,14.8,19,237
12,CHARGER FFV,FULL-SIZE,3.6,6,A5,X,13.2,8.7,11.2,25,258
12,CHARGER FFV,FULL-SIZE,3.6,6,A5,E,18.3,12.6,15.7,18,251
12,CHARGER FFV,FULL-SIZE,3.6,6,A8,X,12.3,7.6,10.2,28,235
12,CHARGER FFV,FULL-SIZE,3.6,6,A8,E,16.8,10.3,13.9,20,222
12,CHARGER 38 (MDS),FULL-SIZE,6.4,8,A5,Z,16.7,10.3,13.8,20,317
12,DART,MID-SIZE,2,4,M6,X,9.4,6.5,8.1,35,186
12,DART,MID-SIZE,2.4,4,A6,X,10.1,6.8,8.6,33,198
12,DART,MID-SIZE,2.4,4,M6,X,10.5,6.7,8.8,32,202
12,DART FFV,MID-SIZE,2,4,A6,X,9.9,7,8.6,33,198
12,DART FFV,MID-SIZE,2,4,A6,E,14.2,9.8,12.2,23,195
12,DART GT,MID-SIZE,2.4,4,A6,X,10.6,7.5,9.2,31,212
12,DART GT,MID-SIZE,2.4,4,M6,X,10.2,7,8.8,32,202
12,DART TURBO AERO,MID-SIZE,1.4,4,AM6,X,8.4,5.9,7.3,39,168
12,DART TURBO AERO,MID-SIZE,1.4,4,M6,X,8.5,5.8,7.3,39,168
12,DURANGO AWD (MDS),SUV - STANDARD,5.7,8,A8,X,17.3,10.8,14.4,20,331
12,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,X,13.9,9.8,12.1,23,278
12,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,E,17.7,13,15.6,18,250
12,GRAND CARAVAN FFV,30VAN,3.6,6,A6,X,13.7,9.4,11.8,24,271
12,GRAND CARAVAN FFV,30VAN,3.6,6,A6,E,19.2,13.1,16.5,17,264
12,JOURNEY,SUV - SMALL,2.4,4,A4,X,12.7,9.1,11.1,25,255
12,JOURNEY AWD,SUV - SMALL,3.6,6,A6,X,14.5,9.9,12.4,23,285
12,JOURNEY FFV,SUV - SMALL,3.6,6,A6,X,14.2,9.4,12,24,276
12,JOURNEY FFV,SUV - SMALL,3.6,6,A6,E,18.9,12.9,16.2,17,259
13,500 ABARTH CABRIO,30COMPACT,1.4,4,M5,X,8.5,6.9,7.8,36,179
13,500 ABARTH HATCHBACK,30COMPACT,1.4,4,M5,X,8.5,6.9,7.8,36,179
13,500 CABRIO,30COMPACT,1.4,4,A6,X,8.7,6.9,7.9,36,182
13,500 CABRIO,30COMPACT,1.4,4,M5,X,7.9,6.3,7.2,39,166
13,500 CABRIO TURBO,30COMPACT,1.4,4,M5,X,8.5,6.9,7.8,36,179
13,500 HATCHBACK,30COMPACT,1.4,4,A6,X,8.7,6.9,7.9,36,182
13,500 HATCHBACK,30COMPACT,1.4,4,M5,X,7.6,5.9,6.8,42,156
13,500 HATCHBACK TURBO,30COMPACT,1.4,4,M5,X,8.5,6.9,7.8,36,179
13,500L TURBO,STATION WAGON - SMALL,1.4,4,AM6,X,10,7.2,8.7,32,200
13,500L TURBO,STATION WAGON - SMALL,1.4,4,M6,X,9.3,7.2,8.4,34,193
14,C-MAX HYBRID,FULL-SIZE,2,4,AV,X,5.6,6.4,6,47,138
14,E150 VAN FFV,VAN - CARGO,4.6,8,A4,X,17.7,14.4,16.2,17,373
14,E150 VAN FFV,VAN - CARGO,4.6,8,A4,E,24.1,19.2,21.9,13,350
14,E150 VAN FFV,VAN - CARGO,5.4,8,A4,X,19.3,14.7,17.2,16,396
14,E150 VAN FFV,VAN - CARGO,5.4,8,A4,E,24.9,19.6,22.5,13,360
14,E150 WAGON FFV,VAN - PASSENGER,4.6,8,A4,X,18.6,14.6,16.8,17,386
14,E150 WAGON FFV,VAN - PASSENGER,4.6,8,A4,E,25.5,20,23,12,368
14,E350 WAGON,VAN - PASSENGER,6.8,10,A5,X,23.9,17.8,21.2,13,488
14,E350 WAGON FFV,VAN - PASSENGER,5.4,8,A4,X,20.6,15.5,18.3,15,421
14,E350 WAGON FFV,VAN - PASSENGER,5.4,8,A4,E,26.7,20.5,23.9,12,382
14,EDGE,SUV - SMALL,2,4,A6,X,11.3,7.9,9.8,29,225
14,EDGE,SUV - SMALL,3.5,6,AS6,X,12.6,8.7,10.8,26,248
14,EDGE AWD,SUV - SMALL,3.5,6,AS6,X,13.3,9.3,11.5,25,264
14,EDGE AWD,SUV - SMALL,3.7,6,AS6,X,13.7,10.4,12.2,23,281
14,ESCAPE,SUV - SMALL,1.6,4,AS6,X,10.4,7.4,9.1,31,209
14,ESCAPE,SUV - SMALL,2,4,AS6,X,10.9,8,9.6,29,221
14,ESCAPE,SUV - SMALL,2.5,4,AS6,X,10.9,7.5,9.4,30,216
14,ESCAPE AWD,SUV - SMALL,1.6,4,AS6,X,10.5,7.9,9.3,30,214
14,ESCAPE AWD,SUV - SMALL,2,4,AS6,X,11.2,8.5,10,28,230
14,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8,A6,X,18.2,13.3,16,18,368
14,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8,A6,E,24.5,18,21.6,13,346
14,EXPLORER,SUV - STANDARD,2,4,A6,X,11.8,8.3,10.2,28,235
14,EXPLORER AWD,SUV - STANDARD,3.5,6,AS6,X,14.8,10.7,13,22,299
14,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,X,13.7,9.7,11.9,24,274
14,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,E,18.3,12.9,15.9,18,254
14,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,X,14.3,10.3,12.5,23,288
14,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,E,18.9,13.9,16.7,17,267
14,F-150,PICKUP TRUCK - STANDARD,3.5,6,A6,X,14.5,10.6,12.7,22,292
14,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,14.6,10.6,12.8,22,294
14,F-150,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,18.3,12.9,15.9,18,366
14,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,X,15.9,11.3,13.8,20,317
14,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,15.4,11,13.4,21,308
14,F-150 4X4,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,20.1,14.4,17.5,16,402
14,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,A6,X,14,10.3,12.3,23,283
14,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,A6,E,18.8,13.7,16.5,17,264
14,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,AS6,X,14,10.3,12.3,23,283
14,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,AS6,E,18.8,13.7,16.5,17,264
14,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,A6,X,16.4,12.3,14.6,19,336
14,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,A6,E,22.1,16.7,19.7,14,315
14,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,AS6,X,16.4,12.3,14.6,19,336
14,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,AS6,E,22.1,16.7,19.7,14,315
14,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,A6,X,15,11.4,13.4,21,308
14,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,A6,E,20.2,15.3,18,16,288
14,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,AS6,X,15,11.4,13.4,21,308
14,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,AS6,E,20.2,15.3,18,16,288
14,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,A6,X,16.8,12.6,14.9,19,343
14,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,A6,E,22.4,17,20,14,320
14,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,AS6,X,16.7,12.5,14.8,19,340
14,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,AS6,E,22.4,16.9,19.9,14,318
14,F-150 RAPTOR 4X4,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,20.4,15,18,16,414
14,FIESTA,SUBCOMPACT,1.6,4,AS6,X,8.5,6.5,7.6,37,175
14,FIESTA,SUBCOMPACT,1.6,4,M5,X,8.6,6.4,7.6,37,175
14,FIESTA SFE,SUBCOMPACT,1,4,M5,X,7.5,5.5,6.6,43,152
14,FIESTA SFE,SUBCOMPACT,1.6,4,AS6,X,8,5.8,7,40,161
14,FIESTA ST,COMPACT,1.6,4,M6,X,8.9,6.8,8,35,184
14,FLEX,SUV - STANDARD,3.5,6,AS6,X,13.2,9.4,11.5,25,264
14,FLEX AWD,SUV - STANDARD,3.5,6,AS6,X,13.7,10.2,12.1,23,278
14,FLEX AWD (EcoBoost),SUV - STANDARD,3.5,6,AS6,X,14.8,10.4,12.8,22,294
14,FOCUS,COMPACT,2,4,M6,X,10.2,7.4,8.9,32,205
14,FOCUS FFV,COMPACT,2,4,A6,X,8.8,6.4,7.7,37,177
14,FOCUS FFV,COMPACT,2,4,A6,E,11.7,8.5,10.3,27,165
14,FOCUS FFV,COMPACT,2,4,AS6,X,8.9,6.4,7.8,36,179
14,FOCUS FFV,COMPACT,2,4,AS6,E,11.7,8.5,10.3,27,165
14,FOCUS FFV,COMPACT,2,4,M5,X,9.1,6.6,8,35,184
14,FOCUS FFV,COMPACT,2,4,M5,E,11.9,8.9,10.6,27,170
14,FOCUS SFE FFV,COMPACT,2,4,A6,X,8.4,5.8,7.2,39,166
14,FOCUS SFE FFV,COMPACT,2,4,A6,E,11.6,8.3,10.1,28,162
14,FUSION,MID-SIZE,1.5,4,AS6,X,10.1,6.6,8.5,33,196
14,FUSION,MID-SIZE,1.6,4,M6,X,9.4,6.4,8.1,35,186
14,FUSION,MID-SIZE,2,4,AS6,X,10.5,7.1,9,31,207
14,FUSION,MID-SIZE,2.5,4,AS6,X,10.5,7,8.9,32,205
14,FUSION (Start/Stop),MID-SIZE,1.5,4,AS6,X,9.5,6.3,8.1,35,186
14,FUSION AWD,MID-SIZE,2,4,AS6,X,10.9,7.5,9.4,30,216
14,FUSION HYBRID,MID-SIZE,2,4,AV,X,5.3,5.7,5.5,51,126
14,MUSTANG,SUBCOMPACT,3.7,6,A6,X,12.1,7.8,10.2,28,235
14,MUSTANG,SUBCOMPACT,3.7,6,M6,X,12.7,8.1,10.6,27,244
14,MUSTANG,SUBCOMPACT,5,8,A6,X,13.3,9.3,11.5,25,264
14,MUSTANG,SUBCOMPACT,5,8,M6,X,15.4,9.4,12.7,22,292
14,MUSTANG,SUBCOMPACT,5.8,8,M6,Z,15.9,9.9,13.2,21,304
14,MUSTANG CONVERTIBLE,SUBCOMPACT,3.7,6,A6,X,12.5,8.2,10.6,27,244
14,TAURUS,FULL-SIZE,2,4,AS6,X,10.5,7.3,9.1,31,209
14,TAURUS AWD,FULL-SIZE,3.5,6,AS6,X,13.7,9.4,11.8,24,271
14,TAURUS FFV,FULL-SIZE,3.5,6,AS6,X,12.1,8.1,10.3,27,237
14,TAURUS FFV,FULL-SIZE,3.5,6,AS6,E,17,11.1,14.3,20,229
14,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,X,13,9.1,11.2,25,258
14,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,E,18.4,12.5,15.7,18,251
14,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,X,10.8,8,9.5,30,218
14,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.3,8.2,9.9,29,228
14,TRANSIT CONNECT TAXI,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,X,11.5,8.3,10.1,28,232
14,TRANSIT CONNECT WAGON,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.9,8.5,10.4,27,239
15,G80 AWD,FULL-SIZE,3.8,6,AS8,X,14.3,9.5,12.1,23,286
15,G80 AWD,FULL-SIZE,5,8,AS8,Z,17.2,10.5,14.2,20,332
15,G90 AWD,FULL-SIZE,3.3,6,AS8,Z,13.7,9.7,11.9,24,279
15,G90 AWD,FULL-SIZE,5,8,AS8,Z,15.2,10.2,13,22,306
16,ACADIA,SUV - STANDARD,3.6,6,A6,X,14.3,9.9,12.3,23,283
16,ACADIA AWD,SUV - STANDARD,3.6,6,A6,X,14.9,10.4,12.9,22,297
16,SAVANA 1500 CARGO,VAN - CARGO,4.3,6,A4,X,17.1,12.7,15.1,19,347
16,SAVANA 1500 CARGO,VAN - CARGO,5.3,8,A4,X,18,13.4,15.9,18,366
16,SAVANA 1500 CARGO,VAN - CARGO,5.3,8,A4,E,23.5,17.7,20.9,14,334
16,SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,8,A4,X,18.3,14.2,16.5,17,380
16,SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,8,A4,E,23.7,18.8,21.5,13,344
16,SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,8,A4,X,18.6,13.9,16.5,17,380
16,SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,8,A4,E,23.9,18.5,21.5,13,344
16,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,X,18.3,14.2,16.5,17,380
16,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,E,25.3,19.3,22.6,12,362
16,SAVANA 1500 PASSENGER,VAN - PASSENGER,5.3,8,A4,X,18.6,13.9,16.5,17,380
16,SAVANA 1500 PASSENGER,VAN - PASSENGER,5.3,8,A4,E,23.9,18.5,21.5,13,344
16,SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,X,18.3,14.2,16.5,17,380
16,SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,E,25.3,19.3,22.6,12,362
16,SAVANA 2500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,21.1,14.2,18,16,414
16,SAVANA 2500 PASSENGER,VAN - PASSENGER,6,8,A6,X,21.9,15,18.8,15,432
16,SAVANA 2500 PASSENGER,VAN - PASSENGER,6,8,A6,E,30,20.4,25.7,11,411
16,SAVANA 3500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,21.3,14.3,18.2,16,419
16,SAVANA 3500 PASSENGER,VAN - PASSENGER,6,8,A6,X,22.1,15,18.9,15,435
16,SAVANA 3500 PASSENGER,VAN - PASSENGER,6,8,A6,E,30.2,20.5,25.8,11,413
16,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.4,9.9,11.8,24,271
16,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,E,18.9,14.2,16.8,17,269
16,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22,292
16,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.5,13.7,16.9,17,270
16,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,16.3,11.4,14.1,20,324
16,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.2,10.6,12.6,22,290
16,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20,15.1,17.8,16,285
16,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.9,10.6,13,22,299
16,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.9,14.2,17.3,16,277
16,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,16.4,11.7,14.3,20,329
16,TERRAIN,SUV - SMALL,2.4,4,A6,X,10.5,7.3,9.1,31,209
16,TERRAIN,SUV - SMALL,3.6,6,A6,X,13.9,9.6,12,24,276
16,TERRAIN,SUV - SMALL,3.6,6,A6,E,18.8,13.1,16.2,17,259
16,TERRAIN AWD,SUV - SMALL,2.4,4,A6,X,11.5,8.2,10,28,230
16,TERRAIN AWD,SUV - SMALL,3.6,6,A6,X,14.8,9.9,12.6,22,290
16,TERRAIN AWD,SUV - SMALL,3.6,6,A6,E,19.8,13.6,17,17,272
16,YUKON,SUV - STANDARD,5.3,8,A6,X,16,11.1,13.8,20,317
16,YUKON,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294
16,YUKON 4WD,SUV - STANDARD,5.3,8,A6,X,16,11.1,13.8,20,317
16,YUKON 4WD,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294
16,YUKON DENALI AWD,SUV - STANDARD,6.2,8,A6,Z,17,11.8,14.7,19,338
16,YUKON DENALI AWD,SUV - STANDARD,6.2,8,A6,E,23.3,16.1,20.1,14,322
16,YUKON DENALI XL AWD,SUV - STANDARD,6.2,8,A6,Z,18.8,13.4,16.4,17,377
16,YUKON DENALI XL AWD,SUV - STANDARD,6.2,8,A6,E,25.7,17.8,22.1,13,354
16,YUKON XL,SUV - STANDARD,5.3,8,A6,X,16,11.1,13.8,20,317
16,YUKON XL,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294
16,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,X,16,11.1,13.8,20,317
16,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294
17,ACCORD,MID-SIZE,2.4,4,AV,X,9,6.6,7.9,36,182
17,ACCORD,MID-SIZE,2.4,4,AV7,X,9.1,6.9,8.1,35,186
17,ACCORD,MID-SIZE,2.4,4,M6,X,10.1,6.9,8.7,32,200
17,ACCORD,MID-SIZE,3.5,6,A6,X,11,6.8,9.1,31,209
17,ACCORD,MID-SIZE,3.5,6,AS6,X,11.4,7.3,9.6,29,221
17,ACCORD,MID-SIZE,3.5,6,M6,X,13,8.4,10.9,26,251
17,ACCORD HYBRID,MID-SIZE,2,4,AV,X,4.7,4.9,4.8,59,110
17,CIVIC,COMPACT,1.8,4,AV,X,7.9,6,7,40,161
17,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166
17,CIVIC,COMPACT,1.8,4,M5,X,8.5,6.6,7.6,37,175
17,CROSSTOUR AWD,SUV - SMALL,3.5,6,A6,X,12.5,8.5,10.7,26,246
17,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209
17,CR-V AWD,SUV - SMALL,2.4,4,A5,X,10.6,7.9,9.4,30,216
17,CR-Z,TWO-SEATER,1.5,4,AV7,X,6.6,6,6.3,45,145
17,CR-Z,TWO-SEATER,1.5,4,M6,X,7.6,6.1,6.9,41,159
17,FIT,STATION WAGON - SMALL,1.5,4,A5,X,8.3,6.5,7.5,38,172
17,FIT,STATION WAGON - SMALL,1.5,4,M5,X,8.3,6.9,7.7,37,177
17,ODYSSEY,30VAN,3.5,6,A6,X,12.3,8.5,10.6,27,244
17,PILOT,SUV - SMALL,3.5,6,A5,X,13.3,9.3,11.5,25,265
17,PILOT AWD,SUV - SMALL,3.5,6,A5,X,13.9,9.7,12,24,276
17,RIDGELINE AWD,PICKUP TRUCK - STANDARD,3.5,6,A5,X,15.2,11.3,13.4,21,308
18,ACCENT,COMPACT,1.6,4,A6,X,8.8,6.3,7.7,37,177
18,ACCENT,COMPACT,1.6,4,M6,X,8.7,6.4,7.7,37,177
18,ELANTRA GT,MID-SIZE,2,4,A6,X,9.8,7.2,8.6,33,198
18,ELANTRA GT,MID-SIZE,2,4,M6,X,9.8,7,8.5,33,196
18,EQUUS,FULL-SIZE,5,8,A8,Z,15.7,10.2,13.2,21,304
18,15,FULL-SIZE,3.8,6,A8,X,13,8.7,11.1,25,255
18,SANTA FE,SUV - SMALL,3.3,6,A6,X,13,9.1,11.2,25,258
18,SANTA FE 4WD,SUV - SMALL,3.3,6,A6,X,13.3,9.5,11.6,24,267
18,SANTA FE SPORT,SUV - SMALL,2.4,4,A6,X,11.6,8.7,10.3,27,237
18,SANTA FE SPORT 4WD,SUV - SMALL,2,4,A6,X,12.9,9.7,11.5,25,264
18,SANTA FE SPORT 4WD,SUV - SMALL,2.4,4,A6,X,12.5,9.4,11.1,25,255
18,SONATA,FULL-SIZE,2,4,A6,X,11.4,7.5,9.6,29,221
18,SONATA,FULL-SIZE,2.4,4,A6,X,9.8,7,8.5,33,196
18,SONATA HYBRID,MID-SIZE,2.4,4,AS6,X,6.5,5.9,6.2,46,143
18,SONATA HYBRID LIMITED,MID-SIZE,2.4,4,AS6,X,6.6,5.9,6.3,45,145
18,TUCSON,SUV - SMALL,2,4,A6,X,10.2,8.2,9.3,30,214
18,TUCSON,SUV - SMALL,2,4,M6,X,11.4,8.6,10.1,28,232
18,TUCSON,SUV - SMALL,2.4,4,A6,X,11.3,8.3,10,28,230
18,TUCSON 4WD,SUV - SMALL,2,4,A6,X,11.4,9.3,10.5,27,242
18,TUCSON 4WD,SUV - SMALL,2.4,4,A6,X,11.6,9.3,10.6,27,244
18,VELOSTER,COMPACT,1.6,4,AM6,X,8.6,6.6,7.7,37,177
18,VELOSTER,COMPACT,1.6,4,M6,X,9.1,6.7,8,35,184
18,VELOSTER TURBO,COMPACT,1.6,4,A6,X,9.9,7.5,8.8,32,202
18,VELOSTER TURBO,COMPACT,1.6,4,M6,X,9.7,7.1,8.5,33,196
19,Q50,MID-SIZE,3.7,6,AS7,Z,12,8,10.2,28,235
19,Q50 AWD,MID-SIZE,3.7,6,AS7,Z,12.6,8.7,10.8,26,248
19,Q50 HYBRID,COMPACT,3.5,6,AS7,Z,8.2,6.7,7.5,38,172
19,Q50 HYBRID AWD,COMPACT,3.5,6,AS7,Z,8.7,7.5,8.2,34,189
19,Q60 AWD COUPE,SUBCOMPACT,3.7,6,AS7,Z,13.3,9.4,11.5,25,265
19,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6,AS7,Z,13.6,9.3,11.7,24,269
19,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6,M6,Z,14.3,9.8,12.3,23,283
19,Q60 COUPE,SUBCOMPACT,3.7,6,AS7,Z,12.9,8.9,11.1,25,255
19,Q60 COUPE,SUBCOMPACT,3.7,6,M6,Z,13.5,9.3,11.6,24,267
19,Q70,MID-SIZE,3.7,6,AS7,Z,12.8,8.9,11,26,253
19,Q70,MID-SIZE,5.6,8,AS7,Z,14.5,9.5,12.3,23,283
19,Q70 AWD,MID-SIZE,3.7,6,AS7,Z,13.2,9.6,11.6,24,267
19,Q70 AWD,MID-SIZE,5.6,8,AS7,Z,15,10.2,12.8,22,294
19,Q70 HYBRID,MID-SIZE,3.5,6,AS7,Z,8,7,7.6,37,175
19,QX50 AWD,STATION WAGON - SMALL,3.7,6,AS7,Z,13.6,9.6,11.8,24,271
19,QX60,SUV - SMALL,3.5,6,AV,Z,11.9,9,10.6,27,244
19,QX60 AWD,SUV - SMALL,3.5,6,AV,Z,12.3,9.3,11,26,253
19,QX60 HYBRID AWD,SUV - STANDARD,2.5,4,AV,X,8.8,8.2,8.5,33,196
19,QX70 AWD,SUV - SMALL,3.7,6,AS7,Z,14.5,10.7,12.8,22,294
19,QX70 AWD,SUV - SMALL,5,8,AS7,Z,16.6,11.9,14.5,19,334
19,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Z,17.4,12.1,15,19,345
20,F-TYPE CONVERTIBLE,TWO-SEATER,3,6,AS8,Z,11.8,8.4,10.3,27,237
20,F-TYPE S CONVERTIBLE,TWO-SEATER,3,6,AS8,Z,12.2,8.7,10.6,27,244
20,F-TYPE V8 S CONVERTIBLE,TWO-SEATER,5,8,AS8,Z,15,10.2,12.8,22,294
20,XF,MID-SIZE,2,4,AS8,Z,12.3,8.2,10.5,27,242
20,XF 3.0L AWD,MID-SIZE,3,6,AS8,Z,14.7,9.1,12.2,23,281
20,XFR,MID-SIZE,5,8,AS8,Z,15.7,10.3,13.3,21,306
20,XFR,MID-SIZE,5,8,AS8,E,21.3,14.1,18.1,16,290
20,XFR-S,MID-SIZE,5,8,AS8,Z,15.7,10.3,13.3,21,306
20,XJ AWD,FULL-SIZE,3,6,AS8,Z,14.6,9.6,12.4,23,285
20,XJ SUPERCHARGED,FULL-SIZE,5,8,AS8,Z,15.8,10.2,13.3,21,306
20,XJ SUPERCHARGED,FULL-SIZE,5,8,AS8,E,20.6,13.6,17.5,16,280
20,XJL AWD PORTFOLIO,FULL-SIZE,3,6,AS8,Z,14.7,9.6,12.4,23,285
20,XJL SUPERCHARGED,FULL-SIZE,5,8,AS8,Z,15.8,10.2,13.3,21,306
20,XJL SUPERCHARGED,FULL-SIZE,5,8,AS8,E,20.6,13.6,17.5,16,280
20,XJR,FULL-SIZE,5,8,AS8,Z,15.8,10.2,13.3,21,306
20,XJR LWB,FULL-SIZE,5,8,AS8,Z,15.8,10.2,13.3,21,306
20,XK CONVERTIBLE,30COMPACT,5,8,AS6,Z,15.1,10.6,13.1,22,301
20,XK COUPE,30COMPACT,5,8,AS6,Z,14.8,9.9,12.6,22,290
20,XKR CONVERTIBLE,30COMPACT,5,8,AS6,Z,15.9,10.9,13.7,21,315
20,XKR COUPE,30COMPACT,5,8,AS6,Z,15.6,10.9,13.5,21,310
20,XKR-S CONVERTIBLE,30COMPACT,5,8,AS6,Z,15.9,10.9,13.7,21,315
20,XKR-S COUPE,30COMPACT,5,8,AS6,Z,15.6,10.9,13.5,21,310
21,CHEROKEE,SUV - SMALL,2.4,4,A9,X,10.9,7.7,9.5,30,218
21,CHEROKEE,SUV - SMALL,3.2,6,A9,X,12.3,8.3,10.5,27,242
21,CHEROKEE 4X4,SUV - SMALL,2.4,4,A9,X,11.3,8.3,10,28,230
21,CHEROKEE 4X4,SUV - SMALL,3.2,6,A9,X,12.5,8.8,10.8,26,248
21,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.4,4,A9,X,11.4,8.6,10.1,28,232
21,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,3.2,6,A9,X,12.5,9.1,11,26,253
21,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,2.4,4,A9,X,12.1,9.4,10.9,26,251
21,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,3.2,6,A9,X,13.4,9.5,11.6,24,267
21,COMPASS,SUV - SMALL,2,4,AV,X,10.7,8.8,9.9,29,228
21,COMPASS,SUV - SMALL,2,4,A6,X,11.1,8.3,9.8,29,225
21,COMPASS,SUV - SMALL,2,4,M5,X,10.2,7.8,9.1,31,209
